Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Condition (product.metafields.shopify.condition),Fabric (product.metafields.shopify.fabric),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Sports logo (product.metafields.shopify.sports-logo),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / ID SG MY,Price / ID SG MY,Compare At Price / ID SG MY,Status
2000-cr-v4sc0-da-g4ma-home-copy,2000 LAZ1O,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2000's Collection, Lazio, Serie A, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/95b9895a_88e45cff-ed0c-42ab-b977-102847194952.jpg?v=1744705472,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2000-cr-v4sc0-da-g4ma-home-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/afaaedbe_15611ec1-381e-49a9-8a3b-1615c6ae8bc0.jpg?v=1744705564,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-home-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-home-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-home-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-away-copy,2000 CR V4SC0 DA G4MA HOME,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2000's Collection, Brasileiro Série A, CR Vasco da Gama, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/fbfebb47_626bb012-aaf7-4ee0-9b5c-e20fa14e671f.jpg?v=1744705176,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2000-cr-v4sc0-da-g4ma-away-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/e5b56ba2.jpg?v=1744705176,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-away-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-away-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-cr-v4sc0-da-g4ma-away-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-b4yern-munch3n-copy,2000 CR V4SC0 DA G4MA AWAY,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2000's Collection, Brasileiro Série A, CR Vasco da Gama, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/8b1518b6_bfb547d9-152b-4098-8e7a-280b86fc97fc.jpg?v=1744704864,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2000-b4yern-munch3n-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/9cf13f8f.jpg?v=1744704864,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-b4yern-munch3n-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-b4yern-munch3n-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-b4yern-munch3n-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,2017-2018 R3AL M4DRID SH0RT SL3EVE,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2010's Collection, LALIGA, Real Madrid, River Plate, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/0792b9d5.jpg?v=1742884971,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/b2995347.jpg?v=1742884971,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,50.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2017-2018-r3al-m4drid-sh0rt-sl3eve,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,60.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-long-sleeve-copy,2000 B4YERN MUNCH3N,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2000's Collection, Bayern Munich, bundesliga, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/e034cac7_2a0e6192-e8ef-4b67-8715-66902517bbd6.jpg?v=1744704544,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2000-arsen4l-home-long-sleeve-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/53484d61.jpg?v=1744704544,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-long-sleeve-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-long-sleeve-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-long-sleeve-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-copy,2000 ARSEN4L HOME LONG SLEEVE,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",FLASH SALE,Uncategorized,Patches & Print,"FLASH SALE, GF, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,25.00,112.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/3d6559df_363280f7-0199-4fc6-b7a1-581c98d341c0.jpg?v=1744704029,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
2000-arsen4l-home-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,25.00,112.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/2b284a58.jpg?v=1744704029,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,25.00,112.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,25.00,112.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
2000-arsen4l-home-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,25.00,112.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1992-93-lwp-4way,1992-93 LIVERP00L 4WAY,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"1990's Collection, Liverpool, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/Screenshot_2025-04-15_113913.png?v=1744691984,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
1992-93-lwp-4way,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/aabd7c8f.jpg?v=1744691984,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1992-93-lwp-4way,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/2dabb93a.jpg?v=1744691984,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1992-93-lwp-4way,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/2dd89fad.jpg?v=1744691984,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1992-93-lwp-4way,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/4ca00369.jpg?v=1744691984,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1992-93-lwp-4way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/290c903f_01760fdc-2326-47b7-af7b-4db1dc3a858e.jpg?v=1745205976,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-m4nchester-un1ted-home-long-sleeve-copy,2000 ARSEN4L HOME,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"2000's Collection, Arsenal, England Premier League, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/06fcf759_07effb34-52ba-482d-8feb-5faa21bce4e8.jpg?v=1744703893,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
1999-m4nchester-un1ted-home-long-sleeve-copy,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,40.00,50.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/f84f3764.jpg?v=1744703893,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1999-m4nchester-un1ted-home-long-sleeve-copy,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1999-m4nchester-un1ted-home-long-sleeve-copy,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,40.00,,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1999-m4nchester-un1ted-home-long-sleeve-copy,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,40.00,50.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,1998 ENGLAND AW4Y,"<h3><strong><u>☑️ CONDITION :</u></strong></h3>
<ul>
<li><em>BNIB (Brand New In Bag)</em></li>
<li><em>Replica Version</em></li>
</ul>
<h3>☑️ <strong><u>NOTES :</u></strong><em>.</em>
</h3>
<ul>
<li>
<em>You can add custom name set jersey.</em><span> </span>Refer to<span> </span><a href=""https://cfjersey.com/products/custom-name-number-set?variant=46711942021290"" title=""nameset"">this link</a>
</li>
<li>Please refer our sizing (asian size) to<span> </span><a href=""https://cfjersey.com/pages/sizing"" title=""SIZING"">this link</a>
</li>
<li>All products come with the original apparel logo. Images without logos are for censoring purposes only. </li>
</ul>
<h3>☑️ <strong><u>CARE :</u></strong><span></span>
</h3>
<div>
<ul>
<li><span>Machine wash cold</span></li>
<li>Do not iron print</li>
<li>Do not dry clean</li>
<li>Do not tumble dry</li>
</ul>
</div>
<div>
<ul>
<li>Wash and iron inside out</li>
<li>Wash with similar colours</li>
<li>Use only mild detergent</li>
<li>Touch up with cool iron</li>
</ul>
</div>",N/A,Uncategorized,Patches & Print,"1990's Collection, England, Shirt",false,Size,SMALL,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/Screenshot_2025-04-15_113658.png?v=1744691836,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,true,,,archived
1998-3ngland-4way,,,,,,,,,MEDIUM,,,,,,,,,250.0,shopify,1,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/cd5b8cb6.jpg?v=1744691836,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,,,,,,,,,LARGE,,,,,,,,,250.0,shopify,-3,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/fe382658.jpg?v=1744691836,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,,,,,,,,,XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/71240f5c_aeff5788-0476-4248-a59d-853d422bcfba.jpg?v=1745205916,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,,,,,,,,,2XLARGE,,,,,,,,,300.0,shopify,-1,continue,manual,49.90,0.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0565/1120/1450/files/16652f61_40f370f0-5a3b-4c10-8032-4f6d230550c2.jpg?v=1745205921,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,,,,,,,,,3XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
1998-3ngland-4way,,,,,,,,,4XLARGE,,,,,,,,,250.0,shopify,0,continue,manual,49.90,0.00,true,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,8.50,,,,
